K,Group,Sample,0.02,0.02244,0.025179,0.028251,0.031698,0.035566,0.039905,0.044774,0.050238,0.056368,0.063246,0.070963,0.079621,0.089337,0.100237,0.112468,0.126191,0.141589,0.158866,0.17825,0.2,0.224404,0.251785,0.282508,0.316979,0.355656,0.399052,0.447744,0.502377,0.563677,0.632456,0.709627,0.796214,0.893367,1.002374,1.124683,1.261915,1.415892,1.588656,1.782502,2,2.244037,2.517851,2.825075,3.169786,3.556559,3.990525,4.477442,5.023773,5.636766,6.324555,7.096268,7.962143,8.933672,10.023745,11.246826,12.619147,14.158916,15.886565,17.825019,20,22.440369,25.178508,28.250751,31.697864,35.565588,39.905246,44.774423,50.237729,56.367659,63.245553,70.962678,79.621434,89.336718,100.237447,112.468265,126.191469,141.589157,158.865647,178.250188,200,224.403691,251.785082,282.507509,316.978638,355.655882,399.052463,447.744228,502.377286,563.676586,632.455532,709.626778,796.214341,893.367184,1002.374467,1124.68265,1261.914689,1415.891569,1588.656469,1782.501876,2000,% explained,Total inequality,Between region inequality,Total sum of squares,Within group sum of squares,Calinski-Harabasz pseudo-F statistic
20,1,GS001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003029,0.014261,0.059469,0.125314,0.216549,0.3233,0.429617,0.515387,0.564873,0.566212,0.520166,0.436769,0.332379,0.22568,0.132962,0.061713,0.017102,0.000674,0,0,0,0,0,0,99.7536,59.6117,59.4648,11.4651,33.0127,-0.068706
20,2,GS002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006521,0.040403,0.093958,0.175211,0.273549,0.378979,0.471157,0.53501,0.556193,0.531926,0.467199,0.3769,0.275407,0.182566,0.105668,0.05195,0.019813,0.003045,0,0,0,0,0,0,0,0,0,0,99.7536,59.6117,59.4648,11.4651,33.0127,-0.068706
20,3,GS006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003859,0.027839,0.083245,0.154078,0.245009,0.343708,0.436152,0.506556,0.542636,0.535889,0.48735,0.4083,0.312245,0.217055,0.136906,0.072301,0.032326,99.7536,59.6117,59.4648,11.4651,33.0127,-0.068706
20,4,GS007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001484,0.019492,0.060054,0.120941,0.200677,0.292297,0.385634,0.465451,0.520195,0.537995,0.516436,0.458825,0.374696,0.277409,0.182045,0.097198,0.032558,0.002069,0,0,0,0,0,0,99.7536,59.6117,59.4648,11.4651,33.0127,-0.068706
20,5,GS008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005098,0.039314,0.100817,0.177008,0.265924,0.357409,0.438486,0.498702,0.52613,0.516598,0.472179,0.399721,0.311971,0.224825,0.137508,0.073765,99.7536,59.6117,59.4648,11.4651,33.0127,-0.068706
20,6,GS009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016018,0.058122,0.12626,0.220246,0.3281,0.437392,0.524248,0.574688,0.5761,0.528219,0.440752,0.331596,0.217381,0.119099,0.042681,0.004552,0,0,0,0,0,99.7536,59.6117,59.4648,11.4651,33.0127,-0.068706
20,7,GS010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002412,0.008039,0.025377,0.048058,0.079795,0.120063,0.167233,0.218014,0.270437,0.318301,0.359211,0.388262,0.402978,0.401327,0.383161,0.348872,0.30222,0.245627,0.186255,0.128392,0.078459,0.041776,0.015332,0.005853,99.7536,59.6117,59.4648,11.4651,33.0127,-0.068706
20,7,GS033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003636,0.009654,0.025126,0.0449,0.073219,0.108543,0.149623,0.194937,0.240637,0.284897,0.322581,0.352069,0.370083,0.375422,0.367331,0.346503,0.313651,0.272194,0.223804,0.173879,0.125314,0.082719,0.04924,0.024657,0.010835,99.7536,59.6117,59.4648,11.4651,33.0127,-0.068706
20,8,GS011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00272,0.016689,0.037571,0.06762,0.105257,0.15049,0.199516,0.250328,0.298256,0.339463,0.37059,0.388279,0.391197,0.37905,0.352766,0.315154,0.269124,0.218398,0.166875,0.116707,0.072308,0.031851,0.005243,0,0,0,0,0,99.7536,59.6117,59.4648,11.4651,33.0127,-0.068706
