K,Group,Sample,0.02,0.023520823,0.027661457,0.032531013,0.038257812,0.044992763,0.052913343,0.062228271,0.07318301,0.086066235,0.101217438,0.119035877,0.139991095,0.164635295,0.193617889,0.227702614,0.267787655,0.314929314,0.370369847,0.435570198,0.512248497,0.602425336,0.708477013,0.833198154,0.979875354,1.152373784,1.355239044,1.593816947,1.87439439,2.204365021,2.592424078,3.048797515,3.585511478,4.216709209,4.959023745,5.83201622,6.858691334,8.066103565,9.486070089,11.15600922,13.11992643,15.42957398,18.14581465,21.34022558,25.09698443,29.51508761,34.71095895,40.8215177,48.00778653,56.45913473,66.39826837,78.087099,91.83364535,108.0001502,127.0126259,149.3720805,175.6677203,206.5924761,242.9612628,285.7324542,336.0331374,395.1888131,464.7583247,546.5749364,642.7946423,755.9529803,889.0318477,1045.538078,1229.595853,1446.055378,1700.620697,2000,% explained,Total inequality,Between region inequality,Total sum of squares,Within group sum of squares,Calinski-Harabasz pseudo-F statistic
2,1,A71459G_Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006787936,0.11114316,0.425966923,0.89267394,1.535648814,2.267288487,3.00789834,3.647451482,4.133914232,4.450496769,4.641240367,4.771405388,4.891171601,5.007924838,5.079384611,5.057876643,4.92993933,4.73928758,4.580049554,4.556506578,4.725413767,5.042035455,5.349497479,5.400106232,4.922014873,3.796304433,2.030571188,0,35.498,54.1911,19.2367,3.47242,11.5532,-57.3541
2,1,A51615G_Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020902488,0.549115044,3.084797364,8.572191756,15.85553922,21.39771249,21.57360923,16.26093875,8.888241678,3.231030684,0.539281077,0.026640215,0,0,0,0,0,0,1.42E-13,0,35.498,54.1911,19.2367,3.47242,11.5532,-57.3541
2,1,A70715G_Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010640821,0.245818816,1.415315109,2.989215506,4.998580917,7.03587106,8.741387041,9.706608981,9.742218092,8.885764653,7.426186872,5.793795308,4.421298872,3.554757045,3.245442699,3.324819451,3.533984566,3.621826839,3.43397995,2.952072834,2.254399537,1.50174707,0.817946403,0.33219806,0.014123498,0,5.45E-11,0,35.498,54.1911,19.2367,3.47242,11.5532,-57.3541
2,1,A31031G_Q_note some organics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038162999,0.103761492,0.148820247,0.179006219,0.167684844,0.104541936,4.73E-10,0,0.018027402,0.270072428,0.852629941,1.786224135,3.048776969,4.487155177,5.934329324,7.178025423,8.082789333,8.5828882,8.685881273,8.441007108,7.913354879,7.157189245,6.24463705,5.238871959,4.211185031,3.247330317,2.404625194,1.749471309,1.278663794,0.962473963,0.724249665,0.502812327,0.255350815,0,35.498,54.1911,19.2367,3.47242,11.5532,-57.3541
2,1,A31238G_Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003662867,0.09555786,0.303030381,0.540376948,0.767560692,0.880734753,0.80893826,0.541905037,0.197746986,0.00733847,0.196473945,1.208260177,3.414715482,6.772838661,10.70069392,14.03378062,15.71890216,15.13842036,12.52691534,8.779182335,5.011015088,2.127423528,0.22452612,0,0,0,0,0,0,35.498,54.1911,19.2367,3.47242,11.5532,-57.3541
2,1,A41055G_Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006914922,0.405666016,1.605785342,3.405479455,5.668094346,8.086388508,10.17505573,11.53147799,11.84954543,11.09355123,9.461513372,7.344458466,5.137039987,3.247140663,1.866076905,1.069036965,0.77299173,0.816602023,1.007930985,1.182842311,1.229868826,1.119167484,0.88108479,0.586481024,0.322216495,0.127589002,0,35.498,54.1911,19.2367,3.47242,11.5532,-57.3541
2,1,A21439G_Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050976038,0.084021202,0.120198437,0.17587172,0.244917155,0.323977604,0.408730939,0.498655636,0.593718536,0.693888469,0.800748452,0.913931351,1.040275027,1.188055444,1.373868321,1.617107151,1.935433237,2.346588935,2.840084018,3.395605245,3.949225936,4.430436633,4.773032382,4.950015622,4.996994928,5.005472854,5.104196401,5.412053002,5.986711858,6.746381708,7.398596477,7.499164835,6.623132667,4.789247725,1.688684055,0,0,0,0,0,0,0,0,0,4.26E-14,0,35.498,54.1911,19.2367,3.47242,11.5532,-57.3541
2,1,A40916G_Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11E-08,0.09860124,0.217523434,0.388401511,0.624183055,0.921769364,1.291092672,1.753411417,2.346579918,3.139455852,4.175008259,5.492334861,7.019584204,8.597940495,9.954104568,10.75956041,10.76344739,9.88845651,8.269223953,6.240168179,4.181225276,2.405617761,1.147987256,0.290456246,0.033866156,0,0,0,0,7.09E-12,0,35.498,54.1911,19.2367,3.47242,11.5532,-57.3541
2,1,A31403G_Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037520733,0.094690878,0.107052763,0.110570039,0.108218058,0.107721625,0.130466274,0.205743187,0.361278484,0.616953671,0.961296166,1.352593019,1.71495767,1.95913495,2.025158047,1.918168695,1.741315069,1.691662528,2.00515053,2.876011568,4.345087532,6.292013064,8.349551361,10.11024368,11.12846829,11.13946325,10.09219561,8.193090481,5.766829578,3.307380116,1.109089215,0.040923877,0,0,0,0,35.498,54.1911,19.2367,3.47242,11.5532,-57.3541
