K,Group,Sample,0.02,0.023520823,0.027661457,0.032531013,0.038257812,0.044992763,0.052913343,0.062228271,0.07318301,0.086066235,0.101217438,0.119035877,0.139991095,0.164635295,0.193617889,0.227702614,0.267787655,0.314929314,0.370369847,0.435570198,0.512248497,0.602425336,0.708477013,0.833198154,0.979875354,1.152373784,1.355239044,1.593816947,1.87439439,2.204365021,2.592424078,3.048797515,3.585511478,4.216709209,4.959023745,5.83201622,6.858691334,8.066103565,9.486070089,11.15600922,13.11992643,15.42957398,18.14581465,21.34022558,25.09698443,29.51508761,34.71095895,40.8215177,48.00778653,56.45913473,66.39826837,78.087099,91.83364535,108.0001502,127.0126259,149.3720805,175.6677203,206.5924761,242.9612628,285.7324542,336.0331374,395.1888131,464.7583247,546.5749364,642.7946423,755.9529803,889.0318477,1045.538078,1229.595853,1446.055378,1700.620697,2000,% explained,Total inequality,Between region inequality,Total sum of squares,Within group sum of squares,Calinski-Harabasz pseudo-F statistic,latitude,longitude
2,1,A71459G_Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006787936,0.1111432,0.4259669,0.892674,1.535649,2.267288,3.007898,3.647451,4.133914,4.450497,4.641241,4.771405,4.891171,5.007925,5.079385,5.057877,4.929939,4.739287,4.58005,4.556507,4.725414,5.042036,5.349497,5.400106,4.922015,3.796304,2.030571,0.0,35.49796,54.19109,19.23673,70634.13,69795.45,43.46565,52.30895,1.7194666667
2,1,A51615G_Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02090249,0.5491151,3.084797,8.572192,15.85554,21.39771,21.57361,16.26094,8.888242,3.231031,0.5392811,0.02664022,0.0,0.0,0.0,0.0,0.0,0.0,1.42e-13,0.0,35.49796,54.19109,19.23673,70634.13,69795.45,43.46565,52.2945,1.6522166667
2,1,A70715G_Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01064082,0.2458188,1.415315,2.989216,4.998581,7.035871,8.741387,9.706609,9.742218,8.885765,7.426187,5.793795,4.421299,3.554757,3.245443,3.32482,3.533985,3.621827,3.43398,2.952073,2.2544,1.501747,0.8179464,0.3321981,0.0141235,0.0,5.45e-11,0.0,35.49796,54.19109,19.23673,70634.13,69795.45,43.46565,52.2919833333,1.68195
2,1,A31031G_Q_note some organics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038163,0.1037615,0.1488203,0.1790062,0.1676848,0.1045419,4.73e-10,0.0,0.0180274,0.2700724,0.85263,1.786224,3.048777,4.487155,5.93433,7.178025,8.082789,8.582889,8.685882,8.441007,7.913355,7.157189,6.244637,5.238872,4.211185,3.24733,2.404625,1.749471,1.278664,0.962474,0.7242497,0.5028123,0.2553508,0.0,35.49796,54.19109,19.23673,70634.13,69795.45,43.46565,52.2882,1.7478333333
2,1,A31238G_Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003662867,0.09555786,0.3030304,0.540377,0.7675607,0.8807347,0.8089383,0.541905,0.197747,0.00733847,0.1964739,1.20826,3.414716,6.772839,10.70069,14.03378,15.7189,15.13842,12.52692,8.779182,5.011015,2.127424,0.2245261,0.0,0.0,0.0,0.0,0.0,0.0,35.49796,54.19109,19.23673,70634.13,69795.45,43.46565,52.2668666667,1.6375833333
2,1,A41055G_Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006914922,0.405666,1.605785,3.405479,5.668094,8.086389,10.17506,11.53148,11.84955,11.09355,9.461514,7.344459,5.13704,3.247141,1.866077,1.069037,0.7729917,0.8166021,1.007931,1.182842,1.229869,1.119167,0.8810848,0.586481,0.3222165,0.127589,0.0,35.49796,54.19109,19.23673,70634.13,69795.45,43.46565,52.2665833333,1.6474166667
2,1,A21439G_Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05097604,0.0840212,0.1201984,0.1758717,0.2449172,0.3239776,0.4087309,0.4986556,0.5937185,0.6938885,0.8007485,0.9139314,1.040275,1.188055,1.373868,1.617107,1.935433,2.346589,2.840084,3.395605,3.949226,4.430437,4.773032,4.950016,4.996995,5.005473,5.104197,5.412053,5.986712,6.746382,7.398596,7.499165,6.623133,4.789248,1.688684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.26e-14,0.0,35.49796,54.19109,19.23673,70634.13,69795.45,43.46565,52.2663,1.6579333333
2,1,A40916G_Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11e-08,0.09860124,0.2175234,0.3884015,0.6241831,0.9217694,1.291093,1.753411,2.34658,3.139456,4.175008,5.492335,7.019584,8.59794,9.954104,10.75956,10.76345,9.888456,8.269224,6.240168,4.181225,2.405618,1.147987,0.2904562,0.03386616,0.0,0.0,0.0,0.0,7.09e-12,0.0,35.49796,54.19109,19.23673,70634.13,69795.45,43.46565,52.2656,1.6764666667
2,1,A31403G_Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03752073,0.09469088,0.1070528,0.11057,0.1082181,0.1077216,0.1304663,0.2057432,0.3612785,0.6169537,0.9612961,1.352593,1.714958,1.959135,2.025158,1.918169,1.741315,1.691663,2.005151,2.876012,4.345088,6.292013,8.349551,10.11024,11.12847,11.13946,10.0922,8.19309,5.766829,3.30738,1.109089,0.04092388,0.0,0.0,0.0,0.0,35.49796,54.19109,19.23673,70634.13,69795.45,43.46565,52.2644833333,1.6959166667
