Sample Name,0.02,0.023520823,0.027661457,0.032531013,0.038257812,0.044992763,0.052913343,0.062228271,0.07318301,0.086066235,0.101217438,0.119035877,0.139991095,0.164635295,0.193617889,0.227702614,0.267787655,0.314929314,0.370369847,0.435570198,0.512248497,0.602425336,0.708477013,0.833198154,0.979875354,1.152373784,1.355239044,1.593816947,1.87439439,2.204365021,2.592424078,3.048797515,3.585511478,4.216709209,4.959023745,5.83201622,6.858691334,8.066103565,9.486070089,11.15600922,13.11992643,15.42957398,18.14581465,21.34022558,25.09698443,29.51508761,34.71095895,40.8215177,48.00778653,56.45913473,66.39826837,78.087099,91.83364535,108.0001502,127.0126259,149.3720805,175.6677203,206.5924761,242.9612628,285.7324542,336.0331374,395.1888131,464.7583247,546.5749364,642.7946423,755.9529803,889.0318477,1045.538078,1229.595853,1446.055378,1700.620697,2000
Parakeelya_white beach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00237268,0.471667503,2.783636055,7.872888781,14.70010934,20.02692828,20.69403961,16.44297287,10.10119105,4.723507007,1.66309768,0.433634494,0.074565,0.009389647,0
A41325G_Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000368448,0.087564126,0.163632032,0.300578812,0.501235723,0.745099681,0.990507118,1.179585404,1.263100334,1.22005664,1.086829338,0.968418957,1.022826047,1.424635594,2.290794014,3.644474595,5.313996238,7.047118033,8.490822528,9.37135657,9.550918618,9.083748773,8.162732421,7.060895336,5.959470101,4.93941662,3.916281331,2.782310414,1.431226153,0
A71054_Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.33E-10,0.148095163,0.975657888,2.541128565,4.724787113,7.318133925,9.862197225,11.83962687,12.79227686,12.50212899,11.0798263,8.970449934,6.681959117,4.669966079,3.095162366,1.901565096,0.89703851,0
A11642G_Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.72E-09,0.068368819,0.121366926,0.177243822,0.22048144,0.234456846,0.20720076,0.147737615,0.09451605,0.116816857,0.301139047,0.728232349,1.425006554,2.349697635,3.379585622,4.335322393,5.076287065,5.524016746,5.74611809,5.889921151,6.117149585,6.511728386,7.032213795,7.552725392,7.889095955,7.881876657,7.403069547,6.337458917,4.681113106,2.450052867,0
A71459G_Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006787936,0.11114316,0.425966923,0.89267394,1.535648814,2.267288487,3.00789834,3.647451482,4.133914232,4.450496769,4.641240367,4.771405388,4.891171601,5.007924838,5.079384611,5.057876643,4.92993933,4.73928758,4.580049554,4.556506578,4.725413767,5.042035455,5.349497479,5.400106232,4.922014873,3.796304433,2.030571188,0
A50727G_Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237619069,1.337350077,3.17619418,5.632938916,8.300452135,10.71517133,12.34234681,12.84890884,12.15353783,10.48095551,8.220675829,5.89479342,3.862022624,2.355451126,1.362845108,0.749370514,0.329366685,0
A80947G_Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000541868,0.129976165,0.256534946,0.381489913,0.468103657,0.468803107,0.370518699,0.21564754,0.11714665,0.249569517,0.800632732,1.884302779,3.480585384,5.386701426,7.228999559,8.630240418,9.272223032,9.101681675,8.290652407,7.16366307,6.0525214,5.194354192,4.657215347,4.39117922,4.236208563,4.007711948,3.509062404,2.649657592,1.404074789,0
A71103G_Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002385359,0.07838057,0.157083617,0.245321254,0.290630776,0.272113717,0.172633246,0.031586447,0,0,0.252238341,0.974604265,2.015670746,3.262476732,4.503044157,5.490888227,6.13600275,6.49880626,6.783970591,7.188633523,7.761381327,8.375541722,8.767310964,8.698002014,8.025510241,6.703732351,4.828756707,2.483294097,0
A51615G_Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020902488,0.549115044,3.084797364,8.572191756,15.85553922,21.39771249,21.57360923,16.26093875,8.888241678,3.231030684,0.539281077,0.026640215,0,0,0,0,0,0,1.42E-13,0
